Periodo,Mes,Codigo_departamento,Departamento,Codigo_municipio,Municipio,Nombre_comercial,Bandera,Direccion,Producto,Precio,Estado,Full_address,Coords,LAT,LNG
2022,6,47,MAGDALENA,47001,SANTA MARTA,ESTACION DE SERVICIO LOS ALMENDROS CRA 19,PUMA,CARRERA 19 No. 9A-03,GASOLINA EXTRA OXIGENADA,15000.0,A,"CARRERA 19 No. 9A-03, Santa marta, Colombia","(11.2468112, -74.193607)",11.2468112,-74.193607
2022,6,47,MAGDALENA,47001,SANTA MARTA,ESTACION DE SERVICIO LOS ALMENDROS CRA 19,PUMA,CARRERA 19 No. 9A-03,GASOLINA CORRIENTE OXIGENADA,9070.0,A,"CARRERA 19 No. 9A-03, Santa marta, Colombia","(11.2468112, -74.193607)",11.2468112,-74.193607
2022,6,47,MAGDALENA,47001,SANTA MARTA,ESTACION DE SERVICIO LOS ALMENDROS CRA 19,PUMA,CARRERA 19 No. 9A-03,BIODIESEL EXTRA,8940.0,A,"CARRERA 19 No. 9A-03, Santa marta, Colombia","(11.2468112, -74.193607)",11.2468112,-74.193607
2022,6,47,MAGDALENA,47001,SANTA MARTA,EDS JERUSALEN SION,PUMA,KILOMETREO 17 Via CIENAGA-SANTA MAR CALLE 161A-12,GASOLINA CORRIENTE OXIGENADA,8950.0,A,"KILOMETREO 17 Via CIENAGA-SANTA MAR CALLE 161A-12, Santa marta, Colombia","(11.2403547, -74.2110227)",11.2403547,-74.2110227
2022,6,47,MAGDALENA,47001,SANTA MARTA,EDS JERUSALEN SION,PUMA,KILOMETREO 17 Via CIENAGA-SANTA MAR CALLE 161A-12,BIODIESEL EXTRA,8550.0,A,"KILOMETREO 17 Via CIENAGA-SANTA MAR CALLE 161A-12, Santa marta, Colombia","(11.2403547, -74.2110227)",11.2403547,-74.2110227
2022,6,47,MAGDALENA,47001,SANTA MARTA,EDS JERUSALEN SION,PUMA,KILOMETREO 17 Via CIENAGA-SANTA MAR CALLE 161A-12,GASOLINA EXTRA OXIGENADA,16900.0,A,"KILOMETREO 17 Via CIENAGA-SANTA MAR CALLE 161A-12, Santa marta, Colombia","(11.2403547, -74.2110227)",11.2403547,-74.2110227
2022,6,47,MAGDALENA,47001,SANTA MARTA,EDS SANTA CRUZ,ESSO,CARRERA 29 No. 42-37,BIODIESEL EXTRA,8880.0,A,"CARRERA 29 No. 42-37, Santa marta, Colombia","(11.2137543, -74.18222349999999)",11.2137543,-74.18222349999999
2022,6,47,MAGDALENA,47001,SANTA MARTA,EDS SANTA CRUZ,ESSO,CARRERA 29 No. 42-37,GASOLINA CORRIENTE OXIGENADA,9040.0,A,"CARRERA 29 No. 42-37, Santa marta, Colombia","(11.2137543, -74.18222349999999)",11.2137543,-74.18222349999999
2022,6,47,MAGDALENA,47001,SANTA MARTA,SUPER STATION LIBANO,PETROMIL,CALLE 53 No. 43-57 VIA ALTERNA AL PUERTO,BIODIESEL EXTRA,8930.0,A,"CALLE 53 No. 43-57 VIA ALTERNA AL PUERTO, Santa marta, Colombia","(11.2508573, -74.1934635)",11.2508573,-74.1934635
2022,6,47,MAGDALENA,47001,SANTA MARTA,SUPER STATION LIBANO,PETROMIL,CALLE 53 No. 43-57 VIA ALTERNA AL PUERTO,GASOLINA CORRIENTE OXIGENADA,9170.0,A,"CALLE 53 No. 43-57 VIA ALTERNA AL PUERTO, Santa marta, Colombia","(11.2508573, -74.1934635)",11.2508573,-74.1934635
